ticket_id,customer_id,category,subcategory,description,created_at,sla_due_at,status,assigned_to,resolution_notes
11783,1567,Billing,High Bill,High Bill issue reported by customer.,2026-03-26 05:00:00,2026-03-27 05:00:00,InProgress,KYC Cell,
11784,1410,KYC,,,2025-10-11 21:00:00,2025-10-13 21:00:00,InProgress,Team A,
11785,1511,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-12-08 23:00:00,2025-12-09 23:00:00,InProgress,Network Ops,
11786,2004,Billing,GST Query,GST Query issue reported by customer.,2026-02-07 08:00:00,2026-02-09 08:00:00,Closed,Billing Desk,Resolved after investigation.
11787,1436,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-01-10 08:00:00,2026-01-12 08:00:00,Closed,KYC Cell,Resolved after investigation.
11788,1651,Billing,GST Query,GST Query issue reported by customer.,2026-02-19 03:00:00,2026-02-21 03:00:00,Closed,Billing Desk,Resolved after investigation.
11789,1462,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-06-28 15:00:00,2026-06-30 15:00:00,InProgress,Billing Desk,
11790,2406,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2025-10-02 02:00:00,2025-10-03 02:00:00,Closed,KYC Cell,
11791,1776,Network,Call Drop,Call Drop issue reported by customer.,2026-08-06 04:00:00,2026-08-09 04:00:00,Open,Network Ops,
11792,1492,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-02-11 16:00:00,2026-02-12 16:00:00,Open,Team A,
11793,1564,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-02-21 19:00:00,2026-02-22 19:00:00,Closed,Team A,Resolved after investigation.
11794,1907,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-06-22 01:00:00,2026-06-24 01:00:00,Open,Network Ops,
11795,2544,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-04-02 05:00:00,2026-04-03 05:00:00,Closed,Team A,Resolved after investigation.
11796,1320,Recharge,,Recharge issue reported by customer.,2026-04-15 07:00:00,2026-04-17 07:00:00,Closed,Billing Desk,Resolved after investigation.
11797,2517,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-04-05 06:00:00,2026-04-07 06:00:00,Closed,KYC Cell,Resolved after investigation.
11798,2465,Billing,GST Query,GST Query issue reported by customer.,2026-02-25 15:00:00,2026-02-26 15:00:00,Closed,Billing Desk,Resolved after investigation.
11799,2221,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-04-26 01:00:00,2026-04-29 01:00:00,Open,,
11800,2281,Billing,High Bill,High Bill issue reported by customer.,2026-07-16 15:00:00,2026-07-18 15:00:00,InProgress,Team A,
11801,2357,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-07-10 10:00:00,2026-07-11 10:00:00,Closed,Team A,Resolved after investigation.
11802,1060,Network,No Signal,No Signal issue reported by customer.,2025-09-05 15:00:00,2025-09-07 15:00:00,Closed,Team B,Resolved after investigation.
11803,2123,Roaming,Billing Query,Billing Query issue reported by customer.,2026-07-30 19:00:00,2026-08-02 19:00:00,InProgress,Team C,
11804,1877,Roaming,Billing Query,Billing Query issue reported by customer.,2026-05-13 12:00:00,2026-05-14 12:00:00,Closed,Billing Desk,Resolved after investigation.
11805,1039,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-07-23 12:00:00,2026-07-24 12:00:00,InProgress,Team A,
11806,1209,Network,Call Drop,Call Drop issue reported by customer.,2025-11-08 03:00:00,2025-11-10 03:00:00,Closed,Billing Desk,Resolved after investigation.
11807,1167,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-05-22 01:00:00,2026-05-24 01:00:00,Closed,KYC Cell,Resolved after investigation.
11808,1563,SIM,SIM Not Working,,2025-12-03 08:00:00,2025-12-04 08:00:00,Closed,Network Ops,
11809,1049,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-04-14 04:00:00,2026-04-17 04:00:00,InProgress,Team A,
11810,1746,SIM,,SIM issue reported by customer.,2026-02-16 04:00:00,2026-02-18 04:00:00,InProgress,Network Ops,
11811,2724,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-07-18 03:00:00,2026-07-21 03:00:00,Closed,Team B,Resolved after investigation.
11812,1069,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-05-31 09:00:00,2026-06-01 09:00:00,Closed,Team C,
11813,1775,Roaming,Activation Issue,,2025-08-26 07:00:00,2025-08-29 07:00:00,InProgress,Network Ops,
11814,2735,Billing,GST Query,GST Query issue reported by customer.,2026-05-06 10:00:00,2026-05-07 10:00:00,Closed,Team C,Resolved after investigation.
11815,1490,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-10-03 12:00:00,2025-10-06 12:00:00,Open,Team C,
11816,1404,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-12-12 15:00:00,2025-12-14 15:00:00,Open,Team B,
11817,1819,Billing,High Bill,High Bill issue reported by customer.,2025-09-08 05:00:00,2025-09-09 05:00:00,Closed,Network Ops,Resolved after investigation.
11818,2471,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2025-10-30 00:00:00,2025-11-02 00:00:00,Open,Team B,
11819,1416,Roaming,Billing Query,Billing Query issue reported by customer.,2026-01-10 01:00:00,2026-01-12 01:00:00,Closed,,
11820,1668,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-10-06 04:00:00,2025-10-09 04:00:00,InProgress,Team C,
11821,1948,Roaming,Billing Query,Billing Query issue reported by customer.,2026-04-21 21:00:00,2026-04-23 21:00:00,Closed,KYC Cell,Resolved after investigation.
11822,2480,Recharge,Amount Deducted,,2025-10-31 18:00:00,2025-11-01 18:00:00,Closed,Team C,Resolved after investigation.
11823,1192,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-04-13 09:00:00,2026-04-14 09:00:00,Closed,Team C,Resolved after investigation.
11824,1759,KYC,Verification Pending,,2025-12-10 08:00:00,2025-12-12 08:00:00,InProgress,,
11825,2172,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-05-19 16:00:00,2026-05-21 16:00:00,Open,Billing Desk,
11826,1312,Roaming,Billing Query,Billing Query issue reported by customer.,2026-06-02 18:00:00,2026-06-05 18:00:00,InProgress,,
11827,2175,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-11-27 19:00:00,2025-11-28 19:00:00,Closed,Network Ops,Resolved after investigation.
11828,1689,Recharge,,,2026-04-12 00:00:00,2026-04-15 00:00:00,Closed,Team B,Resolved after investigation.
11829,2066,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-05-28 00:00:00,2026-05-30 00:00:00,Closed,KYC Cell,Resolved after investigation.
11830,1851,Billing,GST Query,GST Query issue reported by customer.,2025-08-23 14:00:00,2025-08-25 14:00:00,Open,Team B,
11831,1402,Network,No Signal,No Signal issue reported by customer.,2025-10-13 00:00:00,2025-10-16 00:00:00,Closed,Billing Desk,Resolved after investigation.
11832,1759,Network,Call Drop,Call Drop issue reported by customer.,2026-03-19 00:00:00,2026-03-21 00:00:00,Closed,Network Ops,Resolved after investigation.
11833,1289,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-01-04 02:00:00,2026-01-05 02:00:00,Closed,KYC Cell,Resolved after investigation.
11834,1694,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-08-15 04:00:00,2025-08-18 04:00:00,Open,Team B,
11835,1795,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-08-23 05:00:00,2025-08-24 05:00:00,Closed,Network Ops,Resolved after investigation.
11836,2004,Network,Call Drop,Call Drop issue reported by customer.,2026-02-17 15:00:00,2026-02-18 15:00:00,Open,Billing Desk,
11837,2401,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-10-27 11:00:00,2025-10-28 11:00:00,Closed,Team C,Resolved after investigation.
11838,1745,Roaming,Activation Issue,,2026-02-20 22:00:00,2026-02-23 22:00:00,InProgress,,
11839,1169,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-02-15 00:00:00,2026-02-16 00:00:00,Open,Billing Desk,
11840,1234,Network,Slow Data,Slow Data issue reported by customer.,2026-06-06 10:00:00,2026-06-08 10:00:00,Closed,Network Ops,Resolved after investigation.
11841,1894,Network,Slow Data,Slow Data issue reported by customer.,2025-11-08 03:00:00,2025-11-09 03:00:00,Closed,Billing Desk,Resolved after investigation.
11842,1983,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-03-07 19:00:00,2026-03-10 19:00:00,Closed,KYC Cell,Resolved after investigation.
11843,1185,Network,Call Drop,Call Drop issue reported by customer.,2026-06-13 07:00:00,2026-06-16 07:00:00,InProgress,,
11844,1525,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-03-08 16:00:00,2026-03-10 16:00:00,Closed,Billing Desk,Resolved after investigation.
11845,2655,Network,Call Drop,Call Drop issue reported by customer.,2026-08-08 22:00:00,2026-08-10 22:00:00,InProgress,Network Ops,
11846,1994,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-06-15 23:00:00,2026-06-16 23:00:00,InProgress,Team C,
11847,1670,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-08-26 11:00:00,2025-08-28 11:00:00,Closed,Team B,Resolved after investigation.
11848,1036,Network,,Network issue reported by customer.,2026-02-09 05:00:00,2026-02-11 05:00:00,Closed,Network Ops,Resolved after investigation.
11849,1550,Roaming,Billing Query,Billing Query issue reported by customer.,2026-02-04 01:00:00,2026-02-06 01:00:00,Closed,KYC Cell,Resolved after investigation.
11850,1766,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-04-02 01:00:00,2026-04-04 01:00:00,Closed,Team A,
11851,2360,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-02-14 10:00:00,2026-02-16 10:00:00,InProgress,Team B,
11852,2054,Network,Slow Data,Slow Data issue reported by customer.,2025-11-14 00:00:00,2025-11-15 00:00:00,Closed,Team C,Resolved after investigation.
11853,2466,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-03-03 06:00:00,2026-03-04 06:00:00,Closed,Team B,Resolved after investigation.
11854,2316,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-09-14 19:00:00,2025-09-17 19:00:00,Closed,,
11855,2468,Billing,High Bill,High Bill issue reported by customer.,2026-04-17 20:00:00,2026-04-18 20:00:00,InProgress,Billing Desk,
11856,1227,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-06-14 23:00:00,2026-06-15 23:00:00,Closed,KYC Cell,Resolved after investigation.
11857,2305,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-04-03 03:00:00,2026-04-05 03:00:00,Closed,KYC Cell,Resolved after investigation.
11858,1486,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-11-13 07:00:00,2025-11-14 07:00:00,Open,KYC Cell,
11859,1581,Network,Call Drop,Call Drop issue reported by customer.,2026-02-28 07:00:00,2026-03-03 07:00:00,Closed,Team A,Resolved after investigation.
11860,2445,Billing,GST Query,GST Query issue reported by customer.,2026-05-26 15:00:00,2026-05-27 15:00:00,InProgress,KYC Cell,
11861,2234,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-11-11 08:00:00,2025-11-14 08:00:00,Closed,KYC Cell,Resolved after investigation.
11862,1618,Billing,High Bill,High Bill issue reported by customer.,2025-12-04 15:00:00,2025-12-05 15:00:00,Closed,Team A,Resolved after investigation.
11863,1498,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-12-13 14:00:00,2025-12-14 14:00:00,InProgress,Team B,
11864,1985,Billing,High Bill,,2025-09-02 10:00:00,2025-09-05 10:00:00,Closed,Billing Desk,Resolved after investigation.
11865,2310,Roaming,Billing Query,Billing Query issue reported by customer.,2026-06-24 21:00:00,2026-06-26 21:00:00,Closed,Team A,Resolved after investigation.
11866,1325,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-01-16 20:00:00,2026-01-18 20:00:00,Closed,Billing Desk,
11867,1080,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-07-09 03:00:00,2026-07-10 03:00:00,Closed,Team C,Resolved after investigation.
11868,1601,Recharge,,Recharge issue reported by customer.,2026-02-01 12:00:00,2026-02-03 12:00:00,Closed,KYC Cell,Resolved after investigation.
11869,1535,Network,Call Drop,Call Drop issue reported by customer.,2025-11-23 07:00:00,2025-11-26 07:00:00,Open,KYC Cell,
11870,2683,SIM,Replacement Request,Replacement Request issue reported by customer.,2025-10-14 08:00:00,2025-10-17 08:00:00,Closed,,Resolved after investigation.
11871,1163,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-10-25 19:00:00,2025-10-26 19:00:00,Closed,KYC Cell,
11872,1565,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-04-21 02:00:00,2026-04-22 02:00:00,Closed,KYC Cell,Resolved after investigation.
11873,1450,KYC,,KYC issue reported by customer.,2025-10-26 22:00:00,2025-10-29 22:00:00,Open,,
11874,2462,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-01-11 09:00:00,2026-01-13 09:00:00,Closed,Network Ops,Resolved after investigation.
11875,2088,Roaming,Billing Query,Billing Query issue reported by customer.,2026-02-19 10:00:00,2026-02-22 10:00:00,InProgress,Network Ops,
11876,2680,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-06-04 22:00:00,2026-06-05 22:00:00,Open,Team B,
11877,1700,Billing,GST Query,GST Query issue reported by customer.,2026-03-05 08:00:00,2026-03-06 08:00:00,Open,Team A,
11878,1240,KYC,Document Rejected,,2025-09-25 06:00:00,2025-09-26 06:00:00,Open,Team A,
11879,2219,Billing,High Bill,High Bill issue reported by customer.,2025-11-24 09:00:00,2025-11-27 09:00:00,Closed,Team C,Resolved after investigation.
11880,2438,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-10-25 18:00:00,2025-10-28 18:00:00,Open,Team A,
11881,1956,Billing,,Billing issue reported by customer.,2025-09-22 04:00:00,2025-09-24 04:00:00,Closed,Team B,Resolved after investigation.
11882,2251,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-06-12 16:00:00,2026-06-15 16:00:00,Open,KYC Cell,
11883,2598,Network,No Signal,No Signal issue reported by customer.,2026-06-19 13:00:00,2026-06-22 13:00:00,Closed,Team C,Resolved after investigation.
11884,1088,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-10-28 06:00:00,2025-10-31 06:00:00,InProgress,Team C,
11885,1022,Roaming,Billing Query,Billing Query issue reported by customer.,2026-01-05 09:00:00,2026-01-08 09:00:00,Open,Team C,
11886,2384,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-02-06 17:00:00,2026-02-07 17:00:00,Open,Billing Desk,
11887,2686,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-03-16 01:00:00,2026-03-19 01:00:00,Open,Team A,
11888,1441,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-08-25 19:00:00,2025-08-27 19:00:00,InProgress,Billing Desk,
11889,1969,Network,Slow Data,Slow Data issue reported by customer.,2026-01-10 08:00:00,2026-01-11 08:00:00,InProgress,Network Ops,
11890,1506,Network,Slow Data,Slow Data issue reported by customer.,2025-11-02 22:00:00,2025-11-03 22:00:00,Closed,Billing Desk,Resolved after investigation.
11891,1812,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-12-10 19:00:00,2025-12-12 19:00:00,Closed,Team A,
11892,2538,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-03-05 20:00:00,2026-03-08 20:00:00,Closed,Billing Desk,Resolved after investigation.
11893,2020,Roaming,,Roaming issue reported by customer.,2026-01-28 15:00:00,2026-01-30 15:00:00,InProgress,Billing Desk,
11894,1780,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-12-21 17:00:00,2025-12-22 17:00:00,Open,Network Ops,
11895,2440,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-05-29 12:00:00,2026-05-30 12:00:00,Open,Team B,
11896,1675,Billing,High Bill,High Bill issue reported by customer.,2026-01-15 03:00:00,2026-01-18 03:00:00,InProgress,Team C,
11897,2362,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-11-22 06:00:00,2025-11-25 06:00:00,InProgress,Team A,
11898,2673,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-09-17 17:00:00,2025-09-18 17:00:00,InProgress,Team C,
11899,1277,Network,Slow Data,Slow Data issue reported by customer.,2025-09-04 02:00:00,2025-09-06 02:00:00,Closed,Team A,
11900,2592,SIM,Activation Delay,Activation Delay issue reported by customer.,2025-09-29 03:00:00,2025-10-01 03:00:00,Closed,KYC Cell,Resolved after investigation.
11901,1978,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-07-23 07:00:00,2026-07-26 07:00:00,Closed,Team A,Resolved after investigation.
11902,2608,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-02-10 07:00:00,2026-02-11 07:00:00,Closed,KYC Cell,
11903,1615,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-04-14 23:00:00,2026-04-15 23:00:00,Closed,Billing Desk,Resolved after investigation.
11904,2060,Roaming,Billing Query,Billing Query issue reported by customer.,2025-10-13 19:00:00,2025-10-15 19:00:00,Open,Network Ops,
11905,2281,Billing,GST Query,GST Query issue reported by customer.,2025-12-28 19:00:00,2025-12-31 19:00:00,Open,Network Ops,
11906,1564,Billing,High Bill,High Bill issue reported by customer.,2026-07-02 11:00:00,2026-07-03 11:00:00,Open,Team A,
11907,2036,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-01-13 19:00:00,2026-01-16 19:00:00,Closed,Team B,Resolved after investigation.
11908,1508,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-01-16 20:00:00,2026-01-19 20:00:00,Open,Network Ops,
11909,2435,Network,Call Drop,Call Drop issue reported by customer.,2026-03-16 11:00:00,2026-03-19 11:00:00,InProgress,Team A,
11910,1005,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2025-12-22 02:00:00,2025-12-23 02:00:00,Closed,Team C,Resolved after investigation.
11911,1092,SIM,,SIM issue reported by customer.,2026-04-06 01:00:00,2026-04-08 01:00:00,Open,Team A,
11912,1102,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-05-25 02:00:00,2026-05-27 02:00:00,Closed,KYC Cell,Resolved after investigation.
11913,2319,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-08-01 04:00:00,2026-08-02 04:00:00,Closed,Team B,Resolved after investigation.
11914,1653,Billing,GST Query,GST Query issue reported by customer.,2026-07-14 00:00:00,2026-07-17 00:00:00,Closed,Team B,Resolved after investigation.
11915,2156,Billing,,,2025-12-28 15:00:00,2025-12-31 15:00:00,Closed,Team C,Resolved after investigation.
11916,2743,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-07-30 07:00:00,2026-08-01 07:00:00,Closed,Team A,Resolved after investigation.
11917,1970,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-09-20 03:00:00,2025-09-23 03:00:00,Closed,,Resolved after investigation.
11918,1767,Network,Call Drop,Call Drop issue reported by customer.,2026-02-28 13:00:00,2026-03-01 13:00:00,Closed,Team C,Resolved after investigation.
11919,1930,SIM,SIM Not Working,,2026-06-30 11:00:00,2026-07-02 11:00:00,Closed,Team C,
11920,2733,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-02-16 22:00:00,2026-02-18 22:00:00,Open,Team B,
11921,2063,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-07-19 21:00:00,2026-07-22 21:00:00,Closed,Team C,Resolved after investigation.
11922,1920,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-04-14 21:00:00,2026-04-16 21:00:00,Closed,KYC Cell,Resolved after investigation.
11923,1507,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-12-20 14:00:00,2025-12-22 14:00:00,Closed,Team A,Resolved after investigation.
11924,2644,SIM,SIM Not Working,,2025-12-05 13:00:00,2025-12-06 13:00:00,Closed,Billing Desk,Resolved after investigation.
11925,1096,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-12-26 07:00:00,2025-12-29 07:00:00,Closed,Team A,Resolved after investigation.
11926,1780,Billing,GST Query,GST Query issue reported by customer.,2025-11-20 23:00:00,2025-11-22 23:00:00,Closed,Team B,Resolved after investigation.
11927,1891,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-05-16 19:00:00,2026-05-18 19:00:00,Closed,Billing Desk,Resolved after investigation.
11928,2070,Billing,High Bill,High Bill issue reported by customer.,2026-06-20 00:00:00,2026-06-22 00:00:00,Closed,Team C,Resolved after investigation.
11929,2166,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-06-10 16:00:00,2026-06-11 16:00:00,Closed,Team A,Resolved after investigation.
11930,2426,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-04-17 16:00:00,2026-04-19 16:00:00,InProgress,Network Ops,
11931,1052,Billing,High Bill,High Bill issue reported by customer.,2026-04-02 22:00:00,2026-04-05 22:00:00,InProgress,Billing Desk,
11932,1424,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-05-23 15:00:00,2026-05-25 15:00:00,Closed,Team C,
11933,2421,KYC,Verification Pending,,2025-11-01 18:00:00,2025-11-04 18:00:00,Closed,,Resolved after investigation.
11934,2712,Network,Slow Data,Slow Data issue reported by customer.,2025-10-05 12:00:00,2025-10-06 12:00:00,InProgress,Team B,
11935,1496,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-05-04 10:00:00,2026-05-07 10:00:00,Closed,KYC Cell,
11936,2322,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-02-06 13:00:00,2026-02-08 13:00:00,InProgress,Team B,
11937,1863,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-12-06 10:00:00,2025-12-08 10:00:00,Closed,Team A,Resolved after investigation.
11938,2520,Billing,GST Query,GST Query issue reported by customer.,2025-11-08 09:00:00,2025-11-11 09:00:00,Closed,KYC Cell,Resolved after investigation.
11939,2234,Network,No Signal,,2026-05-04 21:00:00,2026-05-07 21:00:00,Open,Billing Desk,
11940,2700,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-06-30 13:00:00,2026-07-01 13:00:00,Closed,Billing Desk,Resolved after investigation.
11941,1243,Network,Call Drop,Call Drop issue reported by customer.,2025-12-14 08:00:00,2025-12-15 08:00:00,Closed,,Resolved after investigation.
11942,1119,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-11-21 12:00:00,2025-11-24 12:00:00,Closed,Network Ops,Resolved after investigation.
11943,1750,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-07-16 00:00:00,2026-07-18 00:00:00,Open,Billing Desk,
11944,2806,Roaming,Billing Query,Billing Query issue reported by customer.,2025-11-04 14:00:00,2025-11-07 14:00:00,Closed,Team C,Resolved after investigation.
11945,2747,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-10-19 15:00:00,2025-10-22 15:00:00,Open,Team B,
11946,2181,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-03-06 07:00:00,2026-03-07 07:00:00,InProgress,Team A,
11947,2219,Network,Call Drop,Call Drop issue reported by customer.,2026-03-10 14:00:00,2026-03-12 14:00:00,Closed,Team A,Resolved after investigation.
11948,2471,Recharge,,Recharge issue reported by customer.,2026-02-22 00:00:00,2026-02-23 00:00:00,Closed,Network Ops,Resolved after investigation.
11949,1404,Billing,GST Query,GST Query issue reported by customer.,2026-01-23 01:00:00,2026-01-25 01:00:00,Closed,KYC Cell,Resolved after investigation.
11950,1321,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-07-13 21:00:00,2026-07-14 21:00:00,Open,KYC Cell,
11951,2300,Network,Call Drop,Call Drop issue reported by customer.,2026-04-17 21:00:00,2026-04-19 21:00:00,Closed,Billing Desk,Resolved after investigation.
11952,1768,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2025-11-12 19:00:00,2025-11-15 19:00:00,InProgress,Team B,
11953,2605,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-10-17 23:00:00,2025-10-19 23:00:00,Open,Billing Desk,
11954,1884,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-05-18 17:00:00,2026-05-19 17:00:00,Closed,Team C,Resolved after investigation.
11955,2251,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-01-25 10:00:00,2026-01-27 10:00:00,InProgress,Network Ops,
11956,1930,SIM,SIM Not Working,,2025-11-02 12:00:00,2025-11-03 12:00:00,Closed,Team A,Resolved after investigation.
11957,2379,Roaming,Activation Issue,,2026-04-19 19:00:00,2026-04-22 19:00:00,Open,Network Ops,
11958,1100,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-08-07 23:00:00,2026-08-08 23:00:00,Closed,Billing Desk,Resolved after investigation.
11959,2655,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-01-05 19:00:00,2026-01-07 19:00:00,Open,Billing Desk,
11960,2404,Recharge,Recharge Failed,,2025-12-26 14:00:00,2025-12-28 14:00:00,InProgress,Billing Desk,
11961,1035,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-05-06 08:00:00,2026-05-07 08:00:00,Open,KYC Cell,
11962,2281,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-07-09 06:00:00,2026-07-11 06:00:00,Closed,Network Ops,Resolved after investigation.
11963,1249,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-11-06 10:00:00,2025-11-09 10:00:00,Closed,Team C,Resolved after investigation.
11964,1558,SIM,Replacement Request,Replacement Request issue reported by customer.,2025-09-18 07:00:00,2025-09-20 07:00:00,Closed,Team A,Resolved after investigation.
11965,2362,Network,Call Drop,Call Drop issue reported by customer.,2026-03-30 15:00:00,2026-04-02 15:00:00,Closed,Team A,Resolved after investigation.
11966,1487,Roaming,Billing Query,Billing Query issue reported by customer.,2026-04-28 00:00:00,2026-05-01 00:00:00,Closed,Team B,Resolved after investigation.
11967,1671,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-12-23 23:00:00,2025-12-25 23:00:00,Open,Team C,
11968,2128,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-04-10 03:00:00,2026-04-12 03:00:00,Open,KYC Cell,
11969,2216,SIM,Replacement Request,Replacement Request issue reported by customer.,2025-12-04 23:00:00,2025-12-07 23:00:00,Closed,,Resolved after investigation.
11970,1049,Billing,GST Query,GST Query issue reported by customer.,2025-12-15 09:00:00,2025-12-17 09:00:00,Open,Network Ops,
11971,2668,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-03-24 10:00:00,2026-03-27 10:00:00,Closed,Billing Desk,Resolved after investigation.
11972,1946,Network,Call Drop,Call Drop issue reported by customer.,2026-04-10 21:00:00,2026-04-13 21:00:00,Open,KYC Cell,
11973,1789,Billing,GST Query,GST Query issue reported by customer.,2025-12-25 10:00:00,2025-12-28 10:00:00,Closed,Network Ops,Resolved after investigation.
11974,1765,Network,Call Drop,Call Drop issue reported by customer.,2026-02-06 19:00:00,2026-02-07 19:00:00,Closed,KYC Cell,Resolved after investigation.
11975,2650,Billing,High Bill,,2026-07-19 11:00:00,2026-07-21 11:00:00,Closed,Network Ops,Resolved after investigation.
11976,2205,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-05-29 11:00:00,2026-05-31 11:00:00,InProgress,Billing Desk,
11977,1177,Recharge,Amount Deducted,,2025-09-09 13:00:00,2025-09-12 13:00:00,Closed,Billing Desk,Resolved after investigation.
11978,1591,Network,Slow Data,Slow Data issue reported by customer.,2026-05-18 08:00:00,2026-05-19 08:00:00,Closed,Network Ops,Resolved after investigation.
11979,2180,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-04-06 05:00:00,2026-04-07 05:00:00,InProgress,KYC Cell,
